Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	tree_length
2016	-78.55234	-122.1923	43.63994	0.0551342	0.081502	0.00644437	0.00967445	0.0297241	0.0122881	0.0186554	0.006363	0.0226708	0.0115182	0.0488711	0.040237	0.0150963	0.0213411	0.0469491	0.0606677	0.0130532	0.022667	0.0226907	0.0530824	0.0374355	0.0235379	0.0449929	0.0223772	0.0263954	0.0116634	0.0550204	0.00853065	0.00617036	0.00144442	0.039421	0.0472843	0.00402361	0.0997126	0.00424872	0.620457	1.31054	0.7301	0.857771	0.953264	1.04903	1.16581	1.36968	0.2274585	0.3873584	0.0534822	0.07906	0.00625127	0.00938457	0.0288335	0.0119199	0.0180964	0.00617234	0.0219916	0.0111731	0.0474068	0.0390314	0.014644	0.0207017	0.0455423	0.0588499	0.0126621	0.0219878	0.0220108	0.0514918	0.0363138	0.0228327	0.0436448	0.0217067	0.0256045	0.011314	0.0533719	0.00827505	0.00598548	0.00140114	0.0382398	0.0458675	0.00390305	0.0967249	0.00412141	1.030889
2052	-82.61029	-127.2106	44.60032	0.0672149	0.055643	0.0117368	0.0175841	0.0165596	0.0146572	0.00922726	0.0379656	0.0145614	0.00796301	0.0255106	0.017048	0.0575052	0.00294609	0.0168801	0.0542115	0.0256459	0.021303	0.0714553	0.0391154	0.030111	0.00127859	0.0113715	0.00916898	0.0138278	0.0215745	0.0397245	0.0243822	0.0451234	0.0365549	0.026904	0.0431689	0.000272943	0.0364027	0.00370027	0.242241	1.61998	0.894463	0.947059	0.983173	1.01711	1.0559	1.11799	0.0806452	0.122345	0.0724064	0.0599407	0.0126433	0.0189423	0.0178387	0.0157893	0.00993996	0.040898	0.015686	0.00857806	0.027481	0.0183647	0.0619468	0.00317364	0.0181839	0.0583987	0.0276267	0.0229485	0.0769743	0.0421366	0.0324367	0.00137734	0.0122498	0.00987717	0.0148958	0.0232409	0.0427927	0.0262654	0.0486086	0.0393783	0.028982	0.0465032	0.000294025	0.0392144	0.00398607	0.9283
2088	-76.80361	-120.6725	43.86891	0.0528943	0.106551	0.062037	0.00163686	0.0248869	0.025782	0.00560727	0.00227308	0.155418	0.000947625	0.0365983	0.0233193	0.0157309	0.0418077	0.0193051	0.000708306	0.0404883	0.101215	0.0304273	0.00540476	0.0115866	0.00944085	0.0746596	0.0369731	0.0182016	0.0179627	0.00560716	0.00918203	0.095712	0.0087477	0.0485927	0.0943147	0.0560366	0.00339443	0.0473958	0.233629	1.62703	0.5474	0.745368	0.912393	1.09602	1.34162	1.82682	0.4357032	0.1174846	0.0409765	0.0825436	0.0480592	0.00126805	0.0192795	0.0199729	0.00434387	0.00176092	0.1204	0.000734112	0.0283522	0.0180651	0.0121865	0.0323878	0.0149554	0.000548714	0.0313657	0.0784095	0.0235716	0.00418699	0.00897601	0.00731369	0.0578378	0.0286426	0.0141005	0.0139155	0.00434379	0.00711319	0.0741467	0.00677672	0.0376441	0.0730643	0.0434108	0.00262961	0.0367169	1.290846
2124	-83.46049	-126.0958	42.63527	0.0781697	0.00667137	0.0219348	0.00385476	0.0112823	0.00713997	0.014559	0.00224176	0.0299171	0.000732299	0.0312128	0.0134097	0.00398849	0.0279484	0.0484208	0.00332424	0.00369955	0.0438561	0.0431871	0.00348741	0.00180594	0.0163644	0.0383897	0.0148679	0.0175243	0.0168832	0.0061592	0.00176475	0.0365372	0.00909718	0.0441148	0.0373212	0.000931004	0.00379071	0.026	0.915205	1.06938	0.241559	0.500149	0.805609	1.2413	1.99941	4.13977	1.027221	0.7002243	0.116569	0.00994851	0.0327097	0.00574832	0.0168245	0.0106473	0.0217107	0.00334297	0.0446132	0.00109202	0.0465453	0.0199969	0.00594773	0.0416774	0.0722064	0.00495719	0.00551686	0.0653993	0.0644017	0.00520052	0.00269307	0.0244031	0.0572477	0.0221715	0.0261327	0.0251767	0.00918476	0.00263165	0.0544853	0.013566	0.0657851	0.0556543	0.00138834	0.00565281	0.0387719	0.6705892
2160	-71.46187	-115.8992	44.43729	0.0807934	0.0383109	0.0644661	0.0804625	0.00938517	0.0061471	0.0511191	0.00319023	0.0121333	0.00825015	0.0529976	0.00774078	0.00688498	0.0263615	0.0586342	0.00380814	0.0176277	0.0364838	0.0598964	0.0212157	0.066144	0.0163542	0.022251	0.00142935	0.0320436	0.0192662	0.00924405	0.00785925	0.0213681	0.017964	0.0749045	0.0988091	0.0114807	0.0121177	0.0441466	0.189512	1.66313	0.770651	0.880684	0.961136	1.04044	1.13548	1.2976	0.1883734	0.09323105	0.0733624	0.0347872	0.0585369	0.073062	0.00852197	0.00558172	0.0464174	0.00289681	0.0110173	0.00749134	0.0481231	0.00702882	0.00625173	0.0239369	0.0532413	0.00345789	0.0160064	0.0331282	0.0543874	0.0192643	0.0600604	0.01485	0.0202045	0.00129789	0.0290964	0.0174942	0.00839383	0.0071364	0.0194028	0.0163118	0.0680152	0.0897211	0.0104248	0.0110032	0.0400863	1.101291
2196	-68.43776	-112.9126	44.47488	0.0657619	0.105374	0.0407993	0.0481525	0.00423989	0.0124224	0.0147838	0.00159314	0.00200467	0.00676979	0.0313392	0.0106888	0.0150353	0.0104782	0.0200813	0.00260323	0.00754041	0.0215741	0.0237406	0.0169752	0.0022959	0.0149509	0.0165426	0.00851943	0.00771699	0.00599898	0.016597	0.00974288	0.00234048	0.00683131	0.0264723	0.0285075	0.000529039	0.0319131	0.0181246	0.070012	1.7609	0.32548	0.578438	0.843002	1.18624	1.72879	3.07239	0.8116122	0.0325303	0.0997843	0.15989	0.0619071	0.0730645	0.00643342	0.0188492	0.0224323	0.00241736	0.0030418	0.0102722	0.0475528	0.0162187	0.0228139	0.0158991	0.0304705	0.00395003	0.0114415	0.0327356	0.036023	0.0257575	0.0034837	0.0226859	0.0251011	0.012927	0.0117094	0.00910259	0.0251835	0.0147834	0.00355134	0.0103655	0.0401679	0.0432561	0.00080274	0.0484236	0.0275015	0.6590406
2232	-77.93534	-122.0959	44.16056	0.0051063	0.0572372	0.0447181	0.00382749	0.0388533	0.00372849	0.0255599	0.0563588	0.013073	0.0232703	0.0121683	0.0279135	0.00551517	0.00579022	0.0100167	0.0167934	0.00111798	0.010659	0.00337604	0.0228456	0.00774629	0.0207086	0.0716193	0.0125339	0.0325067	0.0109733	0.0237531	0.0405904	0.0278197	0.0450749	0.00545813	0.0210329	0.0240588	0.0132055	0.0110897	0.157139	1.68961	0.305721	0.561037	0.835007	1.19759	1.78241	3.27096	0.856896	0.07609308	0.00675347	0.0757006	0.0591431	0.00506215	0.0513865	0.00493121	0.0338049	0.0745388	0.01729	0.0307767	0.0160936	0.0369177	0.00729423	0.00765801	0.0132479	0.0222106	0.00147862	0.0140974	0.00446507	0.030215	0.0102451	0.0273887	0.094722	0.016577	0.0429926	0.014513	0.0314154	0.0536839	0.0367937	0.059615	0.00721879	0.0278176	0.0318196	0.0174653	0.014667	0.7560999
2268	-74.20014	-118.0526	43.85248	0.0441417	0.0215218	0.0364498	0.00118305	0.0339672	0.00561162	0.0051989	0.0262299	0.0161331	0.00242669	0.00208092	0.00426894	0.00331841	0.00251584	9.22229e-05	0.0116792	0.00104102	0.00190842	0.00751836	0.0256462	0.00197918	0.0174291	0.0140196	0.000760453	0.0140205	0.0204597	0.0168434	0.0117271	0.0173213	0.0551954	0.0203352	0.100201	0.000355381	0.0339593	0.0275571	0.264737	1.60158	0.251491	0.510074	0.810564	1.23371	1.9605	3.97628	0.9980856	0.1352434	0.0729498	0.0355675	0.0602379	0.00195514	0.0561352	0.00927392	0.00859185	0.0433483	0.0266621	0.00401042	0.00343899	0.00705496	0.0054841	0.00415774	0.00015241	0.0193013	0.00172042	0.0031539	0.012425	0.0423836	0.00327085	0.0288038	0.0231692	0.00125675	0.0231706	0.0338123	0.0278359	0.0193805	0.0286257	0.0912174	0.0336065	0.165595	0.000587312	0.0561221	0.0455416	0.605097
2304	-77.7915	-120.7593	42.9678	0.00127547	0.0196374	0.0139713	0.0290226	0.0129992	0.00400575	0.000191956	0.000145954	0.000815574	0.00695279	0.00325864	0.000321069	0.00518043	6.57396e-05	0.0108919	0.0349655	0.0145485	0.000491038	0.0170707	0.0144391	0.0128503	0.00658813	0.0230182	0.000689578	0.0300582	0.0060421	0.0130899	0.00882205	0.0111465	0.00919381	0.00498653	0.00759774	0.0100538	0.00459815	0.00839213	0.667613	1.27195	0.218779	0.476561	0.793559	1.26015	2.09837	4.57083	1.098844	0.4294414	0.00367172	0.0565305	0.0402192	0.0835476	0.0374208	0.0115314	0.000552586	0.00042016	0.0023478	0.0200151	0.00938068	0.000924264	0.014913	0.000189245	0.0313547	0.100656	0.0418809	0.00141356	0.0491416	0.041566	0.0369923	0.0189653	0.0662626	0.0019851	0.0865289	0.0173935	0.0376821	0.0253961	0.0320875	0.0264663	0.0143548	0.0218717	0.028942	0.0132367	0.0241585	0.3473777
2340	-77.00539	-120.424	43.41864	0.0202849	0.0924763	0.0664696	0.0251224	0.0263782	0.00987729	0.0145332	0.0034073	0.0205999	0.00266225	0.0592664	0.00857316	0.0236975	9.8258e-05	0.0061289	0.0194406	0.0212267	0.084443	0.0726427	0.0220511	0.0462425	0.0121523	0.0869611	0.00333208	0.106957	0.00133776	0.0468887	0.00726647	0.0171309	0.0264763	0.0168929	0.0347964	0.0147658	0.0391145	0.0174093	0.852753	1.12047	0.986439	0.993363	0.997925	1.00208	1.00668	1.01375	0.009872771	0.6226885	0.0188329	0.0858564	0.0617114	0.023324	0.0244899	0.00917023	0.0134929	0.00316339	0.0191252	0.00247167	0.0550238	0.00795945	0.0220012	9.12242e-05	0.00569017	0.018049	0.0197072	0.0783982	0.0674426	0.0204726	0.0429322	0.0112824	0.080736	0.00309356	0.0993008	0.001242	0.0435322	0.0067463	0.0159046	0.024581	0.0156836	0.0323055	0.0137088	0.0363145	0.0161631	1.077104
2376	-78.6654	-122.7116	44.04619	0.0144596	0.0466226	0.00132161	0.00630403	0.0166934	0.0498446	0.0106673	0.00477358	0.0151272	0.0165793	0.0313418	0.0202747	0.0319521	0.0266654	0.0290573	0.000999056	0.000382525	0.00114306	0.0151057	0.0457909	0.0516749	0.0661464	0.0569984	0.0429163	0.0117578	0.0235781	0.00554489	0.00138418	0.0280094	0.00911933	0.0284817	0.0143547	0.037611	0.0079106	0.0509681	0.19965	1.65483	0.320724	0.574301	0.841116	1.1889	1.74125	3.11794	0.8222548	0.09871082	0.0176002	0.0567487	0.00160865	0.00767322	0.0203191	0.0606706	0.0129841	0.00581038	0.0184127	0.0201803	0.038149	0.0246783	0.0388919	0.0324569	0.0353683	0.00121605	0.000465608	0.00139133	0.0183865	0.0557364	0.0628985	0.080513	0.0693782	0.0522375	0.0143115	0.0286992	0.00674921	0.00168481	0.0340928	0.0111	0.0346677	0.0174725	0.0457799	0.00962874	0.0620381	0.8215614
2412	-77.77795	-122.0867	44.30873	0.00843407	0.018174	0.000615037	0.0120376	0.0585686	0.0342413	0.00953295	0.00212131	0.00375949	0.00250758	0.018714	0.0162237	0.012755	0.00912309	0.027426	0.0143028	0.000242094	0.00017114	0.0287044	0.0340203	0.00766525	0.0321167	0.0712954	0.0484929	0.0254938	0.00747051	0.00655983	0.00117711	0.0250309	0.00495281	0.0256259	0.00963407	0.033925	0.00226822	0.0132119	0.175367	1.6747	0.361425	0.608758	0.856546	1.16748	1.64269	2.76682	0.7358675	0.08567645	0.0134602	0.0290044	0.000981554	0.0192111	0.0934713	0.0546467	0.0152139	0.00338545	0.00599988	0.00400191	0.0298662	0.0258919	0.020356	0.0145598	0.0437698	0.0228263	0.000386365	0.000273127	0.0458101	0.0542939	0.0122332	0.0512559	0.113782	0.0773912	0.0406863	0.0119224	0.010469	0.00187859	0.0399476	0.00790433	0.0408971	0.0153753	0.0541418	0.00361991	0.0210852	0.6265947
2448	-82.88145	-127.1244	44.2429	0.0388085	0.11301	0.0788568	0.10742	0.031344	0.0346926	0.197447	0.0297423	0.031497	0.0208425	0.0381358	0.0258946	0.0106483	0.0242207	0.101892	0.0165515	0.0179273	0.0470365	0.00887457	0.0301985	0.0673452	0.00241688	0.0413971	0.00571498	0.0139783	0.0501757	0.117041	0.0476488	0.0260118	0.0339741	0.0123179	0.0249162	0.0326482	0.0190251	0.0647054	0.0340634	1.79031	0.829299	0.912757	0.971922	1.02889	1.09558	1.20584	0.1353397	0.01556717	0.024808	0.0722407	0.0504084	0.068667	0.0200364	0.0221769	0.126216	0.0190125	0.0201342	0.0133233	0.024378	0.0165529	0.00680684	0.0154829	0.0651333	0.0105804	0.0114599	0.0300676	0.00567298	0.0193041	0.0430498	0.00154497	0.0264627	0.00365324	0.00893549	0.0320743	0.0748171	0.030459	0.0166278	0.0217176	0.00787409	0.0159275	0.0208701	0.0121616	0.0413623	1.564357
2484	-70.56743	-115.1344	44.56698	0.048155	0.0750566	0.0444678	0.0777454	0.015534	0.0135865	0.0257837	8.73081e-06	0.00908675	0.0272446	0.0310898	0.00432354	0.00240589	0.000965861	0.0470336	0.048085	0.0158698	0.00651552	0.00250159	0.00734835	0.0185482	0.0198124	0.0101996	0.023536	0.00485472	0.0138235	0.00396995	0.00933752	0.00991278	0.0553813	0.0509502	0.00883796	0.0119511	0.0226432	0.00872978	0.197409	1.65667	0.623799	0.794407	0.930712	1.07445	1.2588	1.60308	0.3412354	0.09749469	0.0621117	0.0968102	0.0573559	0.100278	0.0200363	0.0175243	0.0332565	1.12613e-05	0.0117204	0.0351409	0.0401006	0.00557663	0.00310319	0.0012458	0.0606653	0.0620214	0.0204693	0.00840391	0.00322662	0.00947812	0.0239241	0.0255546	0.0131557	0.0303575	0.00626177	0.01783	0.00512057	0.0120438	0.0127858	0.0714324	0.0657171	0.0113995	0.0154149	0.0292059	0.0112599	0.7752962
2520	-73.16497	-117.4287	44.26371	0.111594	0.0584475	0.0735188	0.130598	0.00589914	0.0201093	0.0478347	0.000278856	0.0127806	0.00596867	0.113295	0.0323853	0.00664707	0.0043914	0.0324372	0.0853588	0.0782129	0.0789575	0.0235725	0.0133815	0.00841278	0.0350947	0.0309717	0.00186794	0.0147417	0.0410418	0.0147402	0.00186252	0.017284	0.142883	0.18165	0.0290032	0.0195739	0.00756879	0.0167833	0.134195	1.70839	0.988046	0.994152	0.998172	1.00183	1.00588	1.0121	0.008695461	0.06426877	0.0744385	0.0389871	0.0490404	0.0871145	0.00393499	0.0134138	0.0319079	0.000186009	0.00852521	0.00398137	0.0755729	0.0216024	0.0044339	0.00292926	0.0216371	0.0569382	0.0521716	0.0526682	0.0157239	0.00892607	0.0056117	0.0234098	0.0206595	0.001246	0.00983336	0.0273767	0.0098324	0.00124239	0.0115292	0.0953096	0.121169	0.0193464	0.0130567	0.00504873	0.0111952	1.499149
2556	-75.08968	-119.5375	44.44778	0.0734355	0.13175	0.0621364	0.0635001	0.0188199	0.0061859	0.0116241	0.000600997	0.0084234	0.00437763	0.0398351	0.0468648	0.00612427	0.00184919	0.00880864	0.0139066	0.0243368	0.0449093	0.0134501	0.0211276	0.0166705	0.00342325	0.0118026	0.0117784	0.0239406	0.0482689	0.0366628	0.0886274	0.0111692	0.029379	0.0394332	0.0547682	0.0293184	0.0168576	0.0356715	0.285644	1.58447	0.986974	0.993626	0.998007	1.002	1.00642	1.0132	0.009480938	0.1474992	0.0692894	0.124312	0.0586282	0.0599149	0.0177573	0.00583665	0.0109678	0.000567065	0.00794781	0.00413047	0.037586	0.0442188	0.00577849	0.00174479	0.00831131	0.0131214	0.0229627	0.0423737	0.0126907	0.0199348	0.0157293	0.00322997	0.0111362	0.0111134	0.0225889	0.0455437	0.0345928	0.0836235	0.0105386	0.0277202	0.0372068	0.051676	0.0276631	0.0159058	0.0336575	1.059838
2592	-75.1981	-118.2892	43.09109	0.0600592	0.090785	0.0038914	0.0246982	0.0470755	0.0223581	0.0641806	0.0659384	0.0106655	0.00622579	0.0471828	0.00321247	0.0207375	0.00438468	0.0132365	0.00260771	0.00758809	0.0373232	0.000655437	0.0430342	0.00922197	0.0180313	0.0434222	0.013951	0.00299313	0.0335235	0.033959	0.0378059	0.0132295	0.032332	0.0467069	0.102387	0.049308	0.0125276	0.045293	0.551132	1.36726	0.306848	0.562045	0.835475	1.19692	1.77922	3.25894	0.8542354	0.3298042	0.0561022	0.0848036	0.00363502	0.0230709	0.043974	0.020885	0.0599521	0.061594	0.00996282	0.0058156	0.0440741	0.00300082	0.0193712	0.00409579	0.0123645	0.0024359	0.00708815	0.0348642	0.000612253	0.0401989	0.00861438	0.0168433	0.0405614	0.0130319	0.00279593	0.0313148	0.0317216	0.0353151	0.0123578	0.0302018	0.0436296	0.0956408	0.0460593	0.0117023	0.0423089	1.070532
2628	-71.94904	-115.7992	43.85014	0.0142895	0.0597583	0.00368557	0.00529923	0.0245619	0.0101106	0.0605465	0.0268792	0.00785428	0.00309128	0.00451556	0.0112813	0.00650687	0.00450775	0.00494645	0.000686532	0.000979016	0.0268754	0.025276	0.0315318	0.00737155	0.0063804	0.0113247	0.00159075	0.0159984	0.0243964	0.00294989	0.0031229	0.0107678	0.0222383	0.010785	0.01586	0.0270716	0.00396594	0.00834487	0.360829	1.52296	0.320111	0.573765	0.840871	1.18924	1.74287	3.12391	0.8236376	0.1938492	0.0282763	0.118251	0.00729308	0.0104862	0.0486036	0.0200071	0.119811	0.0531891	0.0155422	0.00611709	0.00893549	0.0223237	0.0128759	0.00892002	0.00978813	0.00135852	0.0019373	0.0531816	0.0500166	0.0623957	0.014587	0.0126257	0.0224096	0.00314782	0.031658	0.0482762	0.0058373	0.00617967	0.0213075	0.0440055	0.0213416	0.0313841	0.0535699	0.00784788	0.016513	0.5053514
2664	-76.94139	-120.8197	43.87835	0.00243942	0.0877224	0.00246731	0.0173048	0.0232009	0.0351756	0.0619726	0.0115768	0.0416435	0.0107259	0.019881	0.0155451	0.00929647	0.0025024	0.00229586	0.0103767	0.0108286	0.0503324	0.0149005	0.0241582	0.0152067	0.00682334	0.012628	0.019145	0.0242281	0.00752403	0.0035054	0.0344327	0.0153831	0.00713498	0.0103397	0.0234271	0.00565315	0.00359263	0.0150662	0.390271	1.49887	0.381337	0.624889	0.863564	1.15799	1.60028	2.62235	0.6970909	0.2130355	0.00370487	0.133228	0.00374723	0.0262816	0.0352364	0.0534229	0.0941208	0.0175823	0.0632461	0.0162899	0.0301942	0.023609	0.014119	0.00380051	0.00348683	0.0157596	0.0164459	0.0764422	0.0226302	0.0366903	0.0230952	0.0103629	0.0191788	0.0290765	0.0367963	0.0114271	0.00532382	0.0522947	0.0233631	0.0108362	0.0157035	0.0355799	0.00858572	0.0054563	0.0228818	0.6584367
2700	-83.02679	-126.4036	43.37684	0.023275	0.0527649	0.0373466	0.0117921	0.0464441	0.00738848	0.00409387	0.0105685	0.0164485	0.0130141	0.0169759	0.0258616	0.0190993	0.0137515	0.00528533	0.0169751	0.0258304	0.0657454	0.0208145	0.0318471	0.00415572	0.00503261	0.0133869	0.0271702	0.00708885	0.00843862	0.00746057	0.00746859	0.0011767	0.0148346	0.0288221	0.0254105	0.00718053	0.00756572	0.0190831	0.449938	1.45005	0.221063	0.478982	0.794814	1.25816	2.08776	4.5236	1.091333	0.2538748	0.0358298	0.081227	0.0574918	0.018153	0.0714968	0.0113739	0.00630216	0.0162693	0.0253211	0.0200341	0.026133	0.0398117	0.0294018	0.0211692	0.00813632	0.0261317	0.0397637	0.101209	0.0320421	0.0490259	0.00639737	0.00774728	0.020608	0.0418263	0.0109127	0.0129905	0.0114849	0.0114973	0.00181143	0.0228365	0.0443691	0.0391172	0.0110538	0.0116468	0.0293768	0.6495976
2736	-70.10079	-114.2098	44.10902	0.0300842	0.0782073	0.0204892	0.0275755	0.0701712	0.105095	0.00171561	0.000392158	0.0115378	0.00165487	0.0321583	0.0135381	0.0231994	0.0260634	0.0116635	0.00974702	0.0228688	0.0933651	0.0229152	0.0747077	0.0141204	0.0556233	0.01368	0.0603756	0.0123747	0.0237926	0.0387526	0.0469751	0.0323105	0.112292	0.0165763	0.0827721	0.00979128	0.010302	0.051658	0.174896	1.67509	0.599292	0.779029	0.925053	1.08102	1.28365	1.66863	0.3702155	0.08542642	0.023904	0.062141	0.0162801	0.0219106	0.0557558	0.0835051	0.00136317	0.000311597	0.00916761	0.00131491	0.0255519	0.0107569	0.0184335	0.0207091	0.00926741	0.00774467	0.0181708	0.0741849	0.0182076	0.0593603	0.0112196	0.0441965	0.0108697	0.0479725	0.00983251	0.0189048	0.0307916	0.0373249	0.0256729	0.0892234	0.013171	0.0657681	0.00777984	0.00818565	0.0410458	1.258546
2772	-74.9685	-118.103	43.13447	0.119799	0.0432162	0.0154177	0.0613166	0.090904	0.0403405	0.0324286	0.0302625	0.00684983	0.00367946	0.034025	0.00594577	0.0690149	0.0190332	0.0234895	0.0469007	0.0332308	0.052167	0.042661	0.0167812	0.0619725	0.0791979	0.035079	0.0171961	0.034097	0.0533503	0.00177676	0.00963202	0.00384954	0.122044	0.215239	0.0176898	0.0175229	0.0536852	0.0148804	0.474643	1.42984	0.581659	0.767765	0.920859	1.08594	1.30248	1.71922	0.3918097	0.2716	0.0785732	0.0283445	0.0101121	0.0402161	0.0596219	0.0264584	0.0212692	0.0198485	0.00449264	0.00241328	0.0223162	0.0038997	0.0452653	0.0124835	0.0154062	0.0307611	0.0217953	0.0342151	0.0279804	0.0110064	0.0406464	0.0519441	0.0230075	0.0112785	0.0223634	0.0349913	0.00116533	0.00631742	0.00252483	0.0800461	0.14117	0.0116023	0.0114929	0.0352109	0.00975972	1.524676
2808	-70.77918	-114.418	43.63879	0.000113136	0.0333464	0.0159472	0.00170432	0.0453636	0.00186974	0.00996277	0.00101612	0.00491763	0.00400194	0.02514	0.000479808	0.00631791	0.0241887	0.000949495	0.0228036	0.00340777	0.0267693	0.00510492	0.00756349	0.0135463	0.0180529	0.0124576	0.00230227	0.000296319	0.00205977	0.00941887	0.0208815	0.0170292	0.0279917	0.0205984	0.0410862	0.000320942	0.00201275	0.0205439	0.46482	1.43787	0.315452	0.569677	0.838997	1.1919	1.75538	3.17005	0.8342392	0.2644925	0.000251656	0.0741745	0.0354723	0.00379104	0.100905	0.00415898	0.0221608	0.00226021	0.0109386	0.00890178	0.0559206	0.00106727	0.0140533	0.0538045	0.00211202	0.0507236	0.00758014	0.0595448	0.0113552	0.016824	0.030132	0.0401563	0.0277103	0.00512109	0.000659122	0.00458169	0.020951	0.0464482	0.0378791	0.0622638	0.0458184	0.0913906	0.000713893	0.0044771	0.045697	0.4495665
2844	-67.15852	-111.3505	44.19201	0.00219671	0.162346	0.00212371	0.00303947	0.102025	0.00070361	0.00425177	0.0118244	0.00200205	0.0108303	0.051215	0.00935748	0.0105021	0.0144489	0.0264644	0.0321408	0.0082	0.0473454	0.0859805	0.00156476	0.0452406	0.0141703	0.0855458	0.00293934	0.00369502	0.0053755	0.0131375	0.0198158	0.0314195	0.0315683	0.0438156	0.0592381	0.00569377	0.0297062	0.0579462	0.174555	1.67536	0.476098	0.696325	0.893224	1.11954	1.43611	2.10041	0.5366121	0.08524578	0.00211656	0.156422	0.00204622	0.00292857	0.0983025	0.000677937	0.00409663	0.0113929	0.001929	0.0104351	0.0493463	0.00901605	0.0101189	0.0139216	0.0254988	0.030968	0.0079008	0.0456179	0.0828433	0.00150767	0.0435899	0.0136532	0.0824244	0.00283209	0.0035602	0.00517936	0.0126581	0.0190927	0.0302731	0.0304164	0.0422169	0.0570766	0.00548602	0.0286223	0.0558319	1.03787
2880	-74.93005	-118.6416	43.71157	0.194084	0.0502338	0.00530316	0.0606766	0.0602534	0.00753971	0.0261452	0.00635444	0.00664776	0.014013	0.132302	0.0254261	0.0164369	0.0345298	0.0305802	0.0831133	0.000246235	0.0280208	0.0498743	0.000630247	0.0708061	0.0331672	0.0714934	0.00974659	0.0284977	0.00478893	0.0344714	0.0085926	0.0584595	0.0326122	0.0685758	0.0611608	0.0166685	0.0349466	0.0712866	0.297953	1.5744	0.689056	0.833904	0.944908	1.0583	1.19918	1.45126	0.2692949	0.1548396	0.134998	0.0349408	0.00368868	0.0422044	0.04191	0.00524434	0.0181856	0.00441991	0.00462393	0.00974692	0.0920242	0.0176855	0.0114329	0.0240177	0.0212705	0.0578105	0.000171272	0.0194902	0.0346907	0.000438376	0.0492501	0.0230698	0.0497282	0.00677936	0.019822	0.003331	0.023977	0.00597669	0.0406622	0.0226839	0.0476988	0.0425412	0.011594	0.0243076	0.0495843	1.437685
2916	-73.66298	-117.843	44.18003	0.041894	0.0748034	0.000114143	0.0181256	0.0227659	0.0157494	0.00277385	0.00435213	0.00471112	0.00591979	0.00160433	0.00359203	0.0034765	0.00427631	0.00608148	0.0163127	0.014812	0.0135342	0.00233095	0.00834794	0.0308315	0.010678	0.0204454	0.0130059	0.0198905	0.00715408	0.00500037	0.0118104	0.0177601	0.00464204	0.000308366	0.00601779	0.00595625	0.0275292	0.00989581	0.0905269	1.74411	0.21928	0.477094	0.793835	1.25971	2.09602	4.56037	1.097188	0.04246707	0.0917714	0.163862	0.000250038	0.0397053	0.0498702	0.0345001	0.0060763	0.00953362	0.01032	0.0129677	0.00351439	0.00786857	0.0076155	0.00936752	0.0133219	0.0357341	0.0324466	0.0296475	0.00510609	0.0182867	0.0675383	0.0233908	0.044787	0.0284903	0.0435715	0.0156715	0.0109536	0.0258713	0.0389046	0.0101687	0.000675496	0.0131823	0.0130475	0.0603045	0.0216774	0.4565036
