Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	tree_length
360	-74.7828	-119.0875	44.30467	0.0114956	0.0624045	0.0271274	0.0337518	0.0260898	0.00345831	0.0258956	0.0265372	0.0120242	0.000126745	0.0501147	0.00857038	0.0118869	0.0291841	0.0431783	0.00556931	0.0397366	0.00576616	0.0126256	0.044541	0.0131274	0.0277422	0.0315102	0.0332088	0.012405	0.00286593	0.0161866	0.0148405	7.92501e-05	0.0097314	0.048555	0.0850387	0.000996336	0.0350759	0.00603163	0.28334	1.58636	0.589197	0.772601	0.922665	1.08382	1.29433	1.69722	0.3824994	0.1461356	0.0140622	0.0763378	0.0331843	0.0412876	0.0319149	0.00423046	0.0316774	0.0324622	0.0147089	0.000155044	0.061304	0.0104839	0.0145409	0.0357001	0.0528188	0.00681278	0.0486087	0.00705359	0.0154445	0.0544858	0.0160585	0.0339363	0.0385456	0.0406234	0.0151747	0.00350582	0.0198006	0.0181539	9.69445e-05	0.0119042	0.0593961	0.104026	0.00121879	0.0429074	0.00737833	0.8174786
396	-80.19314	-123.6121	43.419	0.0133025	0.241954	0.0702602	0.00236808	0.0360783	0.0694313	0.0174599	0.0104265	0.00864368	0.000175195	0.0393033	0.038861	0.0348275	0.0462349	0.0731948	0.00319861	0.0671771	0.00280519	0.00426572	0.0335616	0.068147	0.0266509	0.00450186	0.0716014	0.011705	0.00176164	0.0419234	0.0127683	0.00242452	0.0439354	0.0652405	0.00322263	0.0244395	0.0768757	0.011902	0.513532	1.39802	0.615096	0.788981	0.928724	1.07675	1.26746	1.62576	0.3513952	0.3005414	0.0103874	0.188933	0.0548638	0.00184916	0.0281724	0.0542165	0.0136339	0.00814167	0.00674956	0.000136804	0.0306906	0.0303452	0.0271956	0.0361033	0.0571554	0.00249769	0.0524564	0.00219048	0.00333096	0.0262071	0.0532137	0.0208108	0.00351535	0.0559112	0.00914001	0.0013756	0.0327366	0.00997037	0.00189323	0.0343077	0.0509441	0.00251644	0.019084	0.0600297	0.00929388	1.280629
432	-81.84454	-125.467	43.62245	0.0138322	0.0478148	0.0369719	0.00356513	0.00388433	0.0105424	0.00123878	0.0106505	0.0367645	0.00404789	0.0231468	0.0468756	0.045578	0.00516706	0.0119544	0.0191939	0.0284981	0.0636766	0.0119998	0.0404832	0.0647523	0.0496653	0.000711172	0.052126	0.00644512	0.00634748	0.0475951	0.00903452	0.0210655	0.0257692	0.0833934	0.00715953	0.0253969	0.0492308	0.00882989	0.448857	1.45094	0.405986	0.644273	0.871833	1.14701	1.55214	2.46314	0.6518005	0.2531101	0.0149795	0.0517808	0.0400385	0.00386084	0.00420651	0.0114168	0.00134153	0.0115339	0.0398139	0.00438364	0.0250667	0.0507637	0.0493585	0.00559564	0.0129459	0.0207859	0.0308619	0.0689582	0.0129951	0.0438411	0.0701232	0.0537848	0.00077016	0.0564496	0.00697971	0.00687397	0.0515429	0.00978389	0.0228128	0.0279066	0.0903104	0.00775337	0.0275035	0.0533143	0.00956228	0.923408
468	-84.84326	-128.3231	43.47985	0.0579114	0.0394842	0.0436328	0.0773548	0.0250745	0.0055619	0.00553619	0.0106081	0.0130036	0.0242418	0.00635381	0.0610781	0.0585619	0.00767555	0.0118443	0.0359454	0.00773309	0.00638129	0.022011	0.0406864	0.0237412	0.0133742	0.010387	0.0555745	0.0138453	0.107328	0.00382965	0.0271166	0.0142001	0.026692	0.0248373	0.00959695	0.00139989	0.0308461	0.00581591	0.450842	1.44931	0.337508	0.588766	0.847669	1.17971	1.69847	2.96289	0.7853734	0.2545148	0.0623196	0.0424897	0.0469542	0.083243	0.0269832	0.00598528	0.0059576	0.0114156	0.0139935	0.0260871	0.00683746	0.0657273	0.0630196	0.00825981	0.0127459	0.0386816	0.00832173	0.00686703	0.0236865	0.0437834	0.0255484	0.0143922	0.0111776	0.0598048	0.0148992	0.115498	0.00412117	0.0291807	0.015281	0.0287238	0.0267279	0.0103275	0.00150645	0.0331941	0.00625861	0.9292646
504	-80.88727	-123.9288	43.04154	0.01412	0.13372	0.110927	0.00777302	0.0122852	0.00517623	0.0422077	0.0071911	0.0235092	0.00795843	0.0470741	0.0039254	0.00598362	0.00697671	0.0147192	0.00471765	0.0159378	0.017999	0.0105921	0.0805691	0.0202215	0.0268201	0.0472212	0.0616654	0.00533593	0.0459687	0.0579436	0.0705236	0.00112945	0.00552946	9.1e-05	0.0104274	0.025175	0.0267472	0.00658554	0.642924	1.29215	0.315499	0.569718	0.839017	1.19187	1.75525	3.16958	0.8341313	0.4070952	0.0143387	0.135791	0.112645	0.00789341	0.0124755	0.00525641	0.0428614	0.00730248	0.0238733	0.00808169	0.0478032	0.0039862	0.00607629	0.00708477	0.0149472	0.00479072	0.0161847	0.0182778	0.0107562	0.081817	0.0205347	0.0272355	0.0479526	0.0626205	0.00541857	0.0466807	0.0588411	0.0716159	0.00114695	0.0056151	9.24095e-05	0.0105889	0.025565	0.0271615	0.00668755	0.9847475
540	-84.2333	-128.6674	44.43406	0.0272929	0.0433399	0.00149459	0.0015721	0.0338252	0.0457431	0.0115882	0.00552314	0.0686616	0.00321008	0.018435	0.0236546	0.00434369	0.0110006	0.00351107	0.0357238	0.00221745	0.0504674	0.0286854	0.00754821	0.0515127	0.0036107	0.00231007	0.0573924	0.000413177	0.00674747	0.0181861	0.00530512	0.0228697	0.0124997	0.0038621	0.0493812	0.0104071	0.00926714	0.0164056	0.161496	1.68605	0.430718	0.663124	0.879713	1.13673	1.50801	2.3217	0.6090419	0.07836826	0.0391011	0.0620908	0.00214122	0.00225227	0.0484596	0.0655337	0.0166019	0.00791272	0.0983678	0.00459892	0.0264108	0.0338886	0.00622298	0.0157599	0.00503012	0.0511796	0.00317683	0.072302	0.0410961	0.0108139	0.0737996	0.00517286	0.00330952	0.0822231	0.000591938	0.00966675	0.0260543	0.00760037	0.0327643	0.0179076	0.00553302	0.0707458	0.0149097	0.0132765	0.0235035	0.6980082
576	-82.22646	-125.0568	42.83033	0.0200848	0.064101	0.0213333	0.0104845	0.0409237	0.00346845	0.0987143	0.0101553	0.0467387	0.0160704	0.0538737	0.012169	0.0303163	0.0455313	0.00327112	0.0172446	0.00768611	0.0593792	0.0166518	0.00391101	0.0134484	0.0318288	0.00568094	0.0259923	0.0026677	0.0109856	0.0477135	0.0128412	0.0271843	0.000400626	0.00839558	0.0400806	0.0128741	0.011263	0.0109064	1.10402	0.914889	0.585309	0.770111	0.921736	1.08491	1.29851	1.7085	0.387287	0.9873256	0.0237867	0.0759156	0.0252653	0.012417	0.0484664	0.00410773	0.116909	0.012027	0.0553533	0.0190324	0.0638033	0.0144119	0.0359039	0.0539233	0.00387403	0.020423	0.00910276	0.0703236	0.0197209	0.00463186	0.0159271	0.0376952	0.00672801	0.030783	0.00315938	0.0130104	0.0565077	0.015208	0.0321947	0.000474466	0.00994299	0.047468	0.015247	0.0133389	0.0129166	0.844372
612	-79.67937	-123.0499	43.37057	0.100765	0.0823978	0.138706	0.0205568	0.0264043	0.0613871	0.207091	0.00865767	0.0921743	0.0543547	0.156795	0.0310182	0.00270252	0.0164904	0.00600675	0.0497608	0.0272469	0.0113556	0.0366769	0.00419859	0.0395356	0.0667731	0.0306798	0.0210207	0.00799322	0.0220315	0.0213222	0.0974051	0.136135	0.00124641	0.00011196	0.10239	0.00388371	0.00965165	0.0150322	0.379226	1.50791	0.898568	0.949176	0.983858	1.01641	1.05355	1.11288	0.07733443	0.205766	0.0589283	0.048187	0.0811164	0.0120218	0.0154415	0.0358998	0.121109	0.00506309	0.0539044	0.0317872	0.0916954	0.0181398	0.00158046	0.00964375	0.0035128	0.0291006	0.0159342	0.00664088	0.021449	0.00245538	0.0231208	0.0390495	0.0179418	0.0122931	0.00467451	0.0128842	0.0124694	0.0569634	0.0796132	0.000728912	6.5475e-05	0.0598785	0.00227123	0.00564437	0.00879098	1.709959
648	-77.35652	-121.0329	43.67636	0.0640824	0.0795219	0.0498559	0.0690427	0.0341205	0.0432933	0.156494	0.035631	0.0274788	0.017017	0.0161777	0.0192041	0.0311413	0.039148	0.00750352	0.014165	0.0595062	0.038536	0.0634406	0.0259009	0.130532	0.0138249	0.00508705	0.000708538	0.0292446	0.00246917	0.00232739	0.0525087	0.0457796	0.000329805	0.000176676	0.0890549	0.000306528	0.0542126	0.0070919	0.377247	1.50953	0.669312	0.822164	0.940738	1.063	1.2163	1.49407	0.2903159	0.2044726	0.0483672	0.0600204	0.0376295	0.052111	0.025753	0.0326763	0.118116	0.026893	0.0207401	0.0128438	0.0122104	0.0144946	0.0235044	0.0295475	0.00566339	0.0106912	0.0449132	0.0290857	0.0478828	0.0195491	0.0985211	0.0104346	0.00383953	0.00053478	0.0220728	0.00186364	0.00175663	0.0396317	0.0345529	0.000248926	0.000133349	0.0672155	0.000231357	0.0409178	0.00535272	1.324915
684	-73.32249	-117.2043	43.88177	0.104604	0.041618	0.0885999	0.0570629	0.091674	0.0353075	0.0255301	0.00258426	0.0199235	0.0105116	0.0137266	0.00890447	0.00969082	0.0408195	6.11032e-05	0.0400036	0.00239479	0.0268032	0.0456838	0.00609943	0.0104817	0.00259168	0.00655084	0.0232135	0.0221239	0.020749	0.0371902	0.0246093	0.0237134	0.00059945	0.0328287	0.0537352	0.000756555	0.0358468	0.0016061	0.283048	1.5866	0.393828	0.63479	0.867809	1.15233	1.57532	2.53918	0.6737854	0.1459634	0.108039	0.0429849	0.09151	0.0589372	0.0946851	0.0364672	0.0263686	0.00266914	0.0205779	0.0108569	0.0141775	0.00919694	0.0100091	0.0421603	6.31102e-05	0.0413175	0.00247345	0.0276836	0.0471843	0.00629976	0.010826	0.0026768	0.00676601	0.0239759	0.0228506	0.0214305	0.0384117	0.0254176	0.0244922	0.00061914	0.0339069	0.0555001	0.000781404	0.0370242	0.00165885	0.9681992
720	-77.12124	-120.6685	43.54721	0.0180544	0.0338057	0.00965146	0.0105542	0.0056253	0.00852529	0.00702438	0.000553121	0.00172954	0.0154137	0.00518069	0.0210184	0.00143347	0.00192107	0.00118152	0.0104698	0.0155565	0.018201	0.00110285	0.00159049	0.00185915	0.0114293	0.00541972	0.00158329	0.00806487	0.00120601	0.0022142	0.0113305	0.0005084	0.0072051	0.0083535	0.0110312	0.0020029	0.0305826	0.00914677	0.0719583	1.75931	0.0997286	0.324879	0.704152	1.42015	3.07807	10.0272	1.666893	0.03346486	0.060075	0.112487	0.0321148	0.0351186	0.0187179	0.0283675	0.0233733	0.00184048	0.00575495	0.0512883	0.0172385	0.0699378	0.00476978	0.00639226	0.00393146	0.0348379	0.0517635	0.060563	0.00366968	0.00529227	0.00618623	0.0380303	0.0180338	0.00526832	0.0268355	0.00401295	0.00736764	0.0377016	0.00169168	0.0239746	0.0277958	0.0367059	0.00666453	0.101762	0.0304354	0.3005305
756	-77.87256	-122.1335	44.26095	0.0321599	0.0323381	0.00865481	0.0436697	0.00522874	0.0289149	0.00891031	0.00252478	0.0150336	0.00118822	0.0190281	0.0112003	0.00821817	0.00215231	0.00524732	0.0193939	0.00354291	0.00397629	0.0213748	0.0141899	0.00747608	0.0244362	0.00542993	0.0337161	0.0165779	0.0395017	0.0131796	0.00116859	0.0151416	0.000226799	0.00712921	0.000867114	4.86581e-06	0.0109029	0.00420907	0.216387	1.64114	0.372862	0.618078	0.860616	1.16196	1.61792	2.68196	0.7133411	0.1078786	0.0688774	0.0692591	0.0185362	0.0935281	0.0111985	0.0619276	0.0190834	0.00540736	0.0321978	0.00254483	0.0407529	0.023988	0.017601	0.00460965	0.0112383	0.0415364	0.00758791	0.0085161	0.0457787	0.0303909	0.0160117	0.0523354	0.0116294	0.0722103	0.0355052	0.0846016	0.028227	0.0025028	0.032429	0.00048574	0.0152688	0.00185711	1.04212e-05	0.023351	0.00901465	0.4669148
792	-78.59976	-122.2033	43.60354	0.0995153	0.0942572	0.0028145	0.0144763	0.0240549	0.0506009	0.0231339	0.0167202	0.0397536	0.0303493	0.054301	0.0203989	0.0226608	0.000611416	0.0150206	0.0912952	0.0248936	0.0395117	0.00366401	0.0293896	0.00978257	0.112273	0.020349	0.0250473	0.109639	0.111528	0.0322305	0.00916528	0.0315033	0.0322656	0.0255261	0.0324928	0.000154406	0.0498485	0.0274791	0.326822	1.55078	0.529254	0.733213	0.907725	1.10166	1.36386	1.88945	0.4600794	0.1724288	0.0750092	0.071046	0.00212142	0.0109115	0.0181313	0.0381402	0.0174371	0.0126028	0.0299641	0.0228757	0.0409291	0.0153756	0.0170805	0.000460852	0.0113217	0.0688134	0.0187635	0.0297818	0.00276173	0.0221523	0.00737357	0.084625	0.0153379	0.0188793	0.0826398	0.0840641	0.0242936	0.00690829	0.0237455	0.02432	0.0192402	0.0244913	0.000116383	0.0375731	0.0207123	1.326708
828	-75.03762	-118.2938	43.25621	0.166653	0.077569	0.0296685	0.043491	0.159621	0.0284216	0.179445	0.012149	0.116669	0.00150024	0.00154652	0.000420402	0.112054	0.00236799	0.0228351	0.0178972	0.0299487	0.0158635	0.0586666	0.109832	0.00106755	0.0193992	0.0408704	0.0396483	0.0827946	0.0220542	0.016981	0.0181244	0.0262635	0.0640552	0.0801613	0.085049	0.000547228	0.00866623	0.202788	0.0821518	1.75097	0.443921	0.672961	0.883763	1.13152	1.48597	2.25265	0.5872109	0.03838743	0.0879394	0.0409316	0.0156554	0.0229493	0.0842288	0.0149975	0.0946895	0.00641079	0.0615637	0.000791644	0.000816069	0.000221837	0.0591287	0.00124954	0.0120496	0.009444	0.0158033	0.00837082	0.0309572	0.0579562	0.000563326	0.0102366	0.0215665	0.0209216	0.043689	0.0116375	0.00896055	0.00956387	0.0138587	0.0338006	0.0422994	0.0448786	0.000288761	0.00457299	0.107007	1.89509
864	-76.42477	-119.9352	43.51041	0.0263887	0.0827359	0.00714142	0.0150384	0.0467427	0.00824206	0.0549222	0.0094636	0.00445857	0.00169688	0.0097473	0.00394173	0.0368631	0.003017	0.0101426	0.0120908	0.0184	0.0011364	0.00299151	0.00581284	0.0119109	0.00792492	0.00725653	0.00982254	0.017046	0.026571	0.00680472	0.0100015	0.00555674	0.0368749	0.0107088	0.0188805	5.42258e-05	0.0122223	0.0368915	0.394891	1.49509	0.222574	0.480575	0.795638	1.25685	2.08084	4.4929	1.086409	0.2161025	0.0455369	0.142771	0.0123234	0.0259507	0.0806603	0.0142227	0.094775	0.0163306	0.00769381	0.00292818	0.0168202	0.00680194	0.0636119	0.00520621	0.0175023	0.0208641	0.0317514	0.001961	0.00516222	0.0100308	0.0205537	0.0136754	0.012522	0.01695	0.0294149	0.0458515	0.0117424	0.0172588	0.00958884	0.0636323	0.0184793	0.0325807	9.35733e-05	0.021091	0.0636609	0.5795006
